contract_address,token0,token1
0xe4d227eb772a1bdf2ac2e8bd3302a68770c66962,0x0c5cb676e38d6973837b9496f6524835208145a2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x39cb081abdf46e66c52d595623f13e95c9c44da5,0x80aa87b47da26b2dba301708046fe467575fc355,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x70d239f67ecfc2f82cfd5657a44984693dec414f,0xb80ed2a7f7e27bd73d1050a3128d7ae8dff70d2f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x1921b852f38bc68430780242b2628d0ca14cef83,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe0c8b298db4cffe05d1bea0bb1ba414522b33c1b
0x576cea6d4461fcb3a9d43e922c9b54c0f791599a,0x32a7c02e79c4ea1008dd6564b35f131428673c41,0xdac17f958d2ee523a2206206994597c13d831ec7
0xf6e14072490f5882b04d9dd5bc15dbb97133a38e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd939212f16560447ed82ce46ca40a63db62419b5
0x67ed736475f307d834196cef89c6d1350b47d061,0xb11176581535022844a8797c0111d808cc7917f3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xabd50310f2a409257576ff4337ec0ab664ae8cdc,0x2f573070e6090b3264fe707e2c9f201716f123c7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xeb9ef7cf6f9aea214b2541ee8605ff5ed608038c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe4042c7c1bf740b8ddb2ab43df6d9ed766b2513e
0x03e45d3752cb0c101b01cd1775ea4d0f9b2b1f95,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd09e2a8382a4a406d3ee83edff38900298eb416e
0xa02fe2e58f64eba572bf0ac994a0fd0024f1c0f3,0x66686a29d3dba55e6c2afce44c961dd2b87af79a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x4ebed98c510d36504fca8fc6626a4c7a738ce9cf,0x314c4bd159949ed8f7bb02609a050abc138129b9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x227671c3099e65dd54b0f94d2f3ef3106a7c61d7,0x3ac29bc58782ddb6601e26d363b57382eda945e0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x7f91a70c3138840464485f52aae77af1260730a1,0x4f4a556361b8b4869f97b8709ff47c1b057ea13b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x7358fe37606fd1b20c62bba5c5d36fe6ce78b07f,0x01f40d471357f5f5363f41226b413387ed7ea9b5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x5d3885aec049b804af538dcad690474d8950c641,0x5b46ecb7615567ff7e4354ee1fbf7b53c4f304f4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xb6045683f1ae149eb3308b32e517b1bacbe93853,0x88ce174c655b6d11210a069b2c106632dabdb068,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x80b4d4e9d88d9f78198c56c5a27f3bacb9a685c5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf65b5c5104c4fafd4b709d9d60a185eae063276c
0x15ab0333985fd1e289adf4fbbe19261454776642,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xec67005c4e498ec7f55e092bd1d35cbc47c91892
0x9bdc7dfd19b75b023e28bbb8e197295c51ce55e4,0x52498f8d9791736f1d6398fe95ba3bd868114d10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x86cccda3799a43fbceb4cec6ad8b028f5bf8b3dd,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xf400534aeb6d113df955f2d8e09f22b4fd62fb2c,0x6988a804c74fd04f37da1ea4781cea68c9c00f86,0xdac17f958d2ee523a2206206994597c13d831ec7
0xc3b4acd01c91e813d49332f11c0ec294c76104fa,0x0a638f07acc6969abf392bb009f216d22adea36d,0xdac17f958d2ee523a2206206994597c13d831ec7
0x8592064903ef23d34e4d5aaaed40abf6d96af186,N/A,N/A
0x6122387da90d425829cdeb20132f9eae8458d68f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xef56c5aabb25dd50f66d84534ff3c6b6d0bffb01
0xbbad3df60fa7c189e06d8a02fbd45486cba1c680,0x5d674ba3a466143d7a99457616ae132838f10f1d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0xfe9021a8b264aa8368fe7a667abe9dc2ce09a692,0x25cbb21a9da7c3c63bb77ccca5b2e2482aedb710,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c
0xb1eb6c5aed3453ae1f11cce07daec26687d550a1,0x58d88fb59c7915ff9936ee38f17a0c01d91a10ae,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x9c76c0817cc44c7d376836ddfe8aca5b6130fdfc,0x62b075043b425bc4dea910a40dccc9908c1a3439,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
0x2e412af31fb0659f98259efc43d5b9161f6dbe5f,0x2efcbac5fd635a4af8c6c87c8fb506f07dea6fdc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
